The Resident,1,1,14,2,1,23,3,1,20
Ramzor,1,1,13,2,1,13,3,1,12,4,1,13
צומת מילר,1,1,12,2,1,12,3,1,12
Mr. Robot,1,1,10,2,1,12,3,1,10,4,1,13
Star Trek,1,1,29,2,1,26,3,1,24
Kong Fu Panda,1,1,14,1,16,26,2,27,27,2,29,36,2,38,52,3,1,26
Grey's Anatomy,1,1,9,2,1,27,3,1,25,4,1,16,5,1,1,5,3,23,6,1,1,6,3,24,7,1,22,8,1,1,8,3,24,9,1,24,10,1,1,10,3,24,11,1,24,12,1,24,13,1,24,14,1,24,15,1,25,16,1,21
Dreamworks Dragon,1,1,20,2,23,27,3,1,6,3,8,9,3,12,13,4,1,9,4,11,13,5,1,13,6,1,13,7,1,13,8,1,13
חברות,1,0,12,2,1,1,2,1,1,2,3,13,3,1,13,4,1,13
Kofiko,1,1,15,2,1,25,3,1,25,4,1,26,5,1,30,6,1,10
תאג"ד,1,0,1,1,3,40
Avatar Korra,1,1,12,2,1,14,3,1,13,4,1,13
אווטאר,1,1,20,2,1,20,3,1,21
Brooklyn Nine Nine,1,1,22,2,1,23,3,1,23,4,1,22,5,1,22,6,1,18,7,1,13
Des,1,1,3
